TotalPages,ImagePages,TotalTime,RepeatedAccess,ErrorRequest,GET,POST,HEAD,Breadth,Depth,MultiIP,MultiAgent,Robot
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,1,0,0,1,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,1,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,1
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,0,1,0,1,1,0,0,0
1,0,0,0,0,0,0,1,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,0,0,0,1,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,1,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,0,0,1,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,0,0,1,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,1,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,1,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,0,0,1,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,0,0,1,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,1,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,0,0,1,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,0,0,1,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,1,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,1,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,1,1,0,0,0
2,0,50,0.5,0,1,0,0,1,1,0,0,1
2,0,0,0,1,1,0,0,1,1,0,0,1
2,0,284,0,0,1,0,0,2,1,0,0,1
2,0,63,0,0.5,0.5,0,0.5,1,1,0,0,1
2,0.5,0,0,0,1,0,0,1,1,0,0,1
2,0,1,0,0.5,1,0,0,1,1,0,0,1
2,0,177,0.5,0,1,0,0,1,1,0,0,1
2,0,7,0,0.5,1,0,0,1,1,0,0,1
2,1,3,0,0,1,0,0,1,1,0,0,1
2,0,2,0,0,1,0,0,1,1,0,0,1
2,0.5,2,0,0,1,0,0,1,1,0,0,1
2,0,1,0,0,1,0,0,1,1,0,0,1
2,0,1,0.5,0,1,0,0,1,1,0,0,1
2,0,1,0.5,0.5,1,0,0,1,1,0,0,1
2,0,0,0,0.5,1,0,0,2,1,0,0,1
2,0,29,0,0,1,0,0,2,1,0,0,1
2,0,479,0,0,1,0,0,1,1,0,0,1
2,0,1185,0,0,1,0,0,2,1,0,0,1
2,0,1,0,0.5,1,0,0,1,1,0,0,1
2,0,34,0,0,1,0,0,1,1,0,0,1
2,0,1,0,0.5,1,0,0,1,1,0,0,1
2,0,0,0,0,1,0,0,1,1,0,0,1
2,0.5,2,0,0,1,0,0,1,1,0,0,1
2,0.5,1,0,0,1,0,0,1,1,0,0,1
2,0.5,1,0,0,1,0,0,1,1,0,0,1
2,0,0,0,0.5,1,0,0,1,1,0,0,1
2,0,699,0,0,0,0,1,2,1,0,0,1
2,0.5,1,0,0,1,0,0,1,1,0,0,1
2,0,1302,0,0,1,0,0,2,1,0,0,1
2,0,0,0,0.5,1,0,0,1,1,0,0,1
2,0,7,0.5,0,1,0,0,1,1,0,0,1
2,0,0,0,0,1,0,0,1,1,0,0,1
2,0,579,0,0.5,1,0,0,2,1,0,0,1
2,0.5,3,0,0,1,0,0,1,1,0,0,1
2,0.5,1,0,0,1,0,0,1,1,0,0,1
2,0.5,0,0,0,1,0,0,1,1,0,0,1
2,0,305,0.5,0,1,0,0,1,1,0,0,1
2,0,1,0,0,1,0,0,1,1,0,0,1
2,0,2,0,0,1,0,0,2,1,0,0,1
2,0,309,0,0.5,1,0,0,2,1,0,1,1
2,0,1,0,0,1,0,0,1,1,0,0,1
2,0.5,0,0,0,1,0,0,1,1,0,0,1
2,0.5,1,0,0,1,0,0,1,1,0,0,1
2,0,0,0,0.5,1,0,0,1,1,0,0,1
2,0,904,0,0.5,1,0,0,1,1,0,0,1
2,1,1,0,1,1,0,0,1,1,0,0,1
2,0,1,0,0.5,1,0,0,1,1,0,0,1
2,0.5,1,0,0,1,0,0,1,1,0,0,1
2,0.5,2,0,0,1,0,0,1,1,0,0,1
2,0,0,0,0,1,0,0,1,1,0,0,1
2,0,84,0,0,0,0,1,2,1,0,0,1
2,0,1659,0,0,1,0,0,1,1,0,0,1
2,0,289,0,0,1,0,0,2,1,0,0,1
2,0.5,0,0,0,1,0,0,1,1,0,0,1
2,0,1,0.5,0,0.5,0,0.5,1,1,0,0,1
2,0,2,0,0,1,0,0,2,1,0,0,1
2,0.5,1,0,0,1,0,0,1,1,0,0,1
2,0.5,1,0,0,1,0,0,1,1,0,0,1
2,0,63,0,0,1,0,0,1,1,0,0,1
