TotalPages,ImagePages,TotalTime,RepeatedAccess,ErrorRequest,GET,POST,HEAD,Breadth,Depth,MultiIP,MultiAgent,Robot
2,0,0,0,1,1,0,0,1,1,0,0,1
2,0,0,0,0,1,0,0,1,1,0,0,1
2,0.5,0,0,0,1,0,0,1,1,0,0,1
2,0,0,0,0.5,1,0,0,1,1,0,0,1
2,0,1,0,0.5,1,0,0,2,1,0,0,1
2,0,2,0,0,0,0,1,2,1,0,0,1
2,0,358,0,0,1,0,0,2,1,0,0,1
2,0,11,0.5,0,1,0,0,1,1,0,0,1
2,0,0,0,0,1,0,0,1,1,0,0,1
2,0,85,0,0.5,1,0,0,1,1,0,0,1
2,0,1498,0,0,1,0,0,2,1,0,0,1
2,0,4,0.5,0,1,0,0,1,1,0,0,1
2,0,45,0.5,0,1,0,0,1,1,0,0,1
2,0,0,0,0,1,0,0,1,1,0,0,1
2,0,1284,0,0,1,0,0,1,1,1,0,1
2,0,890,0,0.5,1,0,0,2,1,0,0,1
2,0,3,0,1,1,0,0,2,1,0,0,1
2,0,1647,0,0,1,0,0,2,1,0,0,1
2,0,160,0,0,1,0,0,2,1,0,0,1
2,0.5,0,0,0,1,0,0,1,1,0,0,1
2,0,17,0,1,1,0,0,2,1,0,0,1
2,0.5,1,0,0,1,0,0,1,1,0,0,1
2,0,3,0,0.5,1,0,0,2,1,0,0,1
2,0,35,0,0,1,0,0,1,1,0,0,1
2,0.5,2,0,0,1,0,0,1,1,0,0,1
2,0,119,0,1,1,0,0,2,1,0,0,1
2,0,38,0,0,1,0,0,1,1,0,0,1
2,0,5,0,0,1,0,0,2,1,0,0,1
2,0,415,0,0,1,0,0,2,1,0,0,1
2,0.5,0,0,0,1,0,0,1,1,0,0,1
2,0,167,0,0.5,1,0,0,1,1,0,0,1
2,0,47,0,0,1,0,0,2,1,0,0,1
2,0,0,0,0.5,1,0,0,2,1,0,0,1
2,0,49,0,0,1,0,0,2,1,0,0,1
2,0,288,0,0,1,0,0,1,1,0,0,1
2,0,15,0,1,1,0,0,1,1,0,0,0
2,0,4,0,0,1,0,0,1,1,0,0,0
2,0.5,2,0,0,1,0,0,1,1,0,0,0
2,0.5,1,0,0,1,0,0,1,1,0,0,0
2,0.5,1,0,0,1,0,0,1,1,0,0,0
2,0,363,0,0,1,0,0,1,1,0,0,0
2,0,9,0,0,1,0,0,1,2,0,0,0
2,0,2,0.5,0,1,0,0,1,1,0,0,0
2,0.5,3,0,0,1,0,0,1,1,0,0,0
2,1,2,0,1,1,0,0,1,1,0,0,0
2,0.5,0,0,0.5,1,0,0,1,1,0,0,0
2,0.5,1,0,0,1,0,0,1,1,0,0,0
2,0.5,1,0,0,1,0,0,1,1,1,0,0
2,0,162,0,0,1,0,0,1,2,1,0,0
2,0,10,0,0,1,0,0,1,2,0,0,0
2,0,12,0,0,1,0,0,1,2,0,0,0
2,0.5,2,0,0,1,0,0,1,1,0,0,0
2,0.5,0,0,0,1,0,0,1,1,0,0,0
2,1,58,0,0,1,0,0,1,1,0,0,0
2,0.5,29,0,0,1,0,0,1,1,0,0,0
2,0.5,3,0,0,1,0,0,1,1,0,0,0
2,0,1108,0.5,0,1,0,0,1,1,0,0,0
2,0.5,3,0,0,1,0,0,1,1,0,0,0
2,0.5,0,0,0,1,0,0,1,1,0,0,0
2,0,324,0,0,1,0,0,1,2,0,0,0
2,0,1,0,0,1,0,0,1,1,0,0,0
2,0.5,29,0,0,1,0,0,1,1,0,0,0
2,0,54,0,0,1,0,0,1,2,0,0,0
2,0,2,0,0,1,0,0,1,1,0,0,0
2,0,390,0,0,1,0,0,2,1,0,0,0
2,0,13,0.5,0,1,0,0,1,1,1,0,0
2,0,3,0,1,1,0,0,1,1,0,1,0
2,0.5,1,0,0,1,0,0,1,1,0,0,0
2,0.5,1,0,0,1,0,0,1,1,0,0,0
2,0,16,0,0,1,0,0,1,1,0,0,0
2,0,23,0,0,1,0,0,1,2,0,0,0
2,0,732,0,0,1,0,0,1,1,0,0,0
2,0.5,0,0,0,1,0,0,1,1,0,0,0
2,0.5,1,0,0,1,0,0,1,1,1,0,0
2,0,29,0,1,1,0,0,2,1,0,0,0
2,0.5,2,0,0,1,0,0,1,1,0,0,0
2,0.5,5,0,0,1,0,0,1,1,0,0,0
2,0,24,0,0,1,0,0,1,2,0,0,0
2,0.5,5,0,0,1,0,0,1,1,0,0,0
2,0.5,2,0,0,1,0,0,1,1,0,0,0
2,0.5,2,0,0,1,0,0,1,1,1,0,0
2,0.5,0,0,0,1,0,0,1,1,0,0,0
2,0.5,0,0,0,1,0,0,1,1,0,0,0
2,0,1,0,0.5,1,0,0,1,1,0,0,0
2,0.5,3,0,0,1,0,0,1,1,0,0,0
2,0,515,0,0,1,0,0,1,2,0,0,0
2,0,6,0,0,1,0,0,1,1,1,0,0
2,0,30,0,0,1,0,0,1,1,0,1,0
2,0.5,2,0,0,1,0,0,1,1,0,0,0
2,0,19,0,0,1,0,0,1,1,0,0,0
2,0.5,5,0,0,1,0,0,1,1,0,0,0
2,0,36,0,0,1,0,0,1,1,0,0,0
2,0.5,66,0,0,1,0,0,1,1,0,0,0
2,0.5,1,0,0,1,0,0,1,1,0,0,0
2,0.5,1,0,0,1,0,0,1,1,0,0,0
2,0.5,2,0,0,1,0,0,1,1,0,0,0
2,0.5,18,0,0,1,0,0,1,1,0,0,0
2,0.5,3,0,0,1,0,0,1,1,0,0,0
2,0,20,0,0,1,0,0,1,2,0,0,0
2,0,0,0,0,1,0,0,1,1,0,0,0
2,0,179,0,0,1,0,0,2,1,0,0,0
2,0.5,2,0,0,1,0,0,1,1,0,0,0
2,0.5,8,0,0,1,0,0,1,1,0,0,0
2,0.5,1,0,0,1,0,0,1,1,0,0,0
2,0,1,0,0,1,0,0,1,1,0,0,0
2,0,3,0,0,1,0,0,2,1,0,0,0
2,0,1166,0,0,1,0,0,2,1,1,0,0
3,0,1,0,0,1,0,0,1,1,0,0,1
3,0,1,0.6666,0.6666,0.3333,0,0.6666,1,1,0,0,1
3,0,62,0,0.3333,1,0,0,2,1,0,0,1
3,0,1,0.6666,0,0.3333,0,0.6666,1,1,0,0,1
3,0,1,0.6666,0.6666,0.3333,0,0.6666,1,1,0,0,1
3,0,8,0,0,1,0,0,2,1,0,0,1
3,0,689,0.3333,0.6666,0.3333,0,0.6666,2,1,0,0,1
3,0,1723,0,0,1,0,0,3,1,0,1,1
3,0,1601,0.3333,0,1,0,0,2,1,0,0,1
3,0,744,0.3333,0,1,0,0,2,1,0,0,1
3,0,12,0.3333,0,1,0,0,2,1,0,0,1
3,0,62,0,0,0.3333,0,0.6666,1,1,0,0,1
3,0,479,0,0,0,0,1,1,1,0,0,1
3,0,13,0,0.3333,1,0,0,1,1,0,0,1
3,0,353,0,0.6666,1,0,0,2,1,0,1,1
3,0,1361,0,0,0,0,1,1,1,0,0,1
3,0,19,0.3333,0,1,0,0,1,2,1,0,1
3,0,2,0.6666,0,1,0,0,1,1,0,0,1
3,0,7,0.6666,0.6666,0.3333,0,0.6666,1,1,0,0,1
3,0,395,0.3333,0,1,0,0,2,1,0,0,1
3,0,1578,0,0,0,0,1,3,1,0,0,1
3,0,139,0,0.3333,1,0,0,2,1,0,1,1
3,0.33,441,0,0,1,0,0,2,1,0,0,1
3,0,774,0,0.3333,1,0,0,1,1,0,0,1
3,0,408,0,1,1,0,0,3,1,0,0,1
3,0,9,0.3333,0,1,0,0,2,1,0,0,1
3,0,1,0.6666,0,0.3333,0,0.6666,1,1,0,0,1
3,0,2065,0,0,1,0,0,2,1,1,0,1
3,0,23,0,0,1,0,0,1,1,0,0,1
3,0,1208,0,0,1,0,0,3,1,0,0,1
3,0,73,0,0.3333,1,0,0,3,1,0,0,1
3,0,31,0,0.3333,1,0,0,3,1,0,0,1
3,0,1296,0,0,1,0,0,3,1,0,0,1
3,0,1313,0.3333,0,1,0,0,2,1,0,0,1
3,0.67,1,0,0,1,0,0,1,1,0,0,0
3,1,0,0,1,1,0,0,1,1,0,0,0
3,0.33,81,0,0,1,0,0,1,2,0,0,0
3,0,105,0,0,1,0,0,1,3,0,0,0
3,0.33,21,0.3333,0,1,0,0,1,1,0,0,0
3,0,602,0.3333,0,1,0,0,1,2,0,0,0
3,1,1,0,0,1,0,0,1,1,0,0,0
3,0,3,0,0,1,0,0,1,1,0,1,0
3,1,2,0,0,1,0,0,1,1,0,0,0
3,0.67,4,0,0,1,0,0,1,1,0,0,0
3,0,265,0.6666,0,1,0,0,1,1,0,0,0
3,0,2260,0,0.3333,1,0,0,3,1,0,0,0
3,0.67,119,0,0,1,0,0,1,1,0,0,0
3,0.67,0,0,0,1,0,0,1,1,0,0,0
3,0,1461,0.6666,0,1,0,0,1,1,0,0,0
3,0,24,0,0.3333,1,0,0,1,2,1,0,0
3,0,38,0,0,1,0,0,1,1,1,0,0
3,0.67,1,0,0,1,0,0,1,1,1,0,0
3,0.33,202,0,0,1,0,0,2,1,0,0,0
3,0.67,1,0,0,1,0,0,1,1,0,0,0
3,1,1,0,0,1,0,0,1,1,0,0,0
3,0.33,24,0,0.3333,1,0,0,1,1,0,0,0
3,0,84,0.6666,1,1,0,0,1,1,0,0,0
3,0.67,5,0,0,1,0,0,1,1,0,0,0
3,0,30,0.3333,0.3333,1,0,0,1,2,0,0,0
3,0.67,4,0,0.6666,1,0,0,1,1,0,0,0
3,0.67,35,0,0,1,0,0,1,1,0,0,0
3,0,1638,0,0,1,0,0,2,2,0,0,0
4,0,1896,0,0.25,1,0,0,3,1,0,0,1
4,0,101,0.25,0.5,1,0,0,1,1,1,0,1
4,0,2932,0,0.25,1,0,0,3,1,0,0,1
4,0,0,0,0,1,0,0,4,1,0,0,1
4,0.25,947,0,0.25,1,0,0,3,1,0,0,1
4,0,2684,0,0,1,0,0,2,1,0,0,1
4,0,1162,0,0,1,0,0,3,1,0,0,1
4,0,1624,0.25,0.25,1,0,0,3,1,0,0,1
4,0,196,0.25,0,1,0,0,1,1,1,0,1
4,0,2317,0.25,0,1,0,0,3,1,0,0,1
4,0,14,0,0,1,0,0,1,1,0,0,1
4,0,2013,0.25,0.25,1,0,0,3,1,0,0,1
4,0.25,334,0,0.25,1,0,0,1,1,1,0,1
4,0,37,0,0,1,0,0,4,1,0,0,1
4,0,1744,0.25,0,1,0,0,3,1,0,0,1
4,0,69,0,0.25,1,0,0,3,1,0,0,1
4,0,2171,0,0,1,0,0,4,1,0,0,1
4,0,59,0,0.5,1,0,0,4,1,0,0,1
4,0,2238,0,0.25,0.25,0,0.75,3,1,1,0,1
4,0.75,79,0,0,1,0,0,1,1,1,0,0
4,0.5,15,0,0,1,0,0,1,2,0,0,0
4,0,130,0.25,0,1,0,0,2,2,0,0,0
4,0.75,0,0,0,1,0,0,1,1,0,0,0
4,0.25,5,0,0,1,0,0,3,1,0,0,0
4,0.25,31,0,0,1,0,0,1,1,0,0,0
4,0.25,3,0,0,1,0,0,2,2,0,0,0
4,0.75,6,0,0,1,0,0,1,1,0,0,0
4,0,51,0.25,0.25,1,0,0,2,2,0,0,0
4,0.5,490,0,0,1,0,0,1,1,0,0,0
4,0.75,1,0,0,1,0,0,1,1,0,0,0
4,0.75,690,0,0.75,1,0,0,1,1,1,0,0
4,0.5,48,0,0,1,0,0,1,2,1,0,0
4,0.25,452,0,0,1,0,0,1,2,0,0,0
4,0.75,73,0,0,1,0,0,1,1,0,0,0
5,0,2164,0,0.2,1,0,0,5,1,0,0,1
5,0,79,0,0,1,0,0,5,1,0,0,1
5,0,80,0,0,1,0,0,5,1,0,0,1
5,0,9,0,0.2,1,0,0,4,1,0,0,1
5,0,80,0,0,1,0,0,5,1,0,0,1
5,0,7,0.2,0,1,0,0,4,1,0,0,1
5,0,79,0,0,1,0,0,5,1,0,0,1
5,0,0,0,0,1,0,0,4,1,0,0,1
5,0,79,0,0,1,0,0,5,1,0,0,1
5,0,80,0,0,1,0,0,5,1,0,0,1
5,0,83,0,0,1,0,0,5,1,0,0,1
5,0,80,0,0,1,0,0,5,1,0,0,1
5,0,2,0,0.8,1,0,0,1,1,0,0,1
5,0,84,0,0,1,0,0,5,1,0,0,1
5,0,1025,0,0.2,1,0,0,5,1,0,0,1
5,0,80,0,0,1,0,0,5,1,0,0,1
5,0,80,0,0,1,0,0,5,1,0,0,1
5,0,81,0,0,1,0,0,5,1,0,0,1
5,0,82,0,0,1,0,0,5,1,0,0,1
5,0,30,0,0,1,0,0,1,1,0,0,1
5,0,80,0,0,1,0,0,5,1,0,0,1
5,0,79,0,0.2,1,0,0,5,1,0,0,1
5,0,84,0,0.2,1,0,0,5,1,0,0,1
5,0,2355,0,0.2,0.6,0,0.4,1,1,0,0,1
5,0.8,2,0,0.2,1,0,0,1,1,0,0,0
5,0.4,138,0,0,1,0,0,2,2,0,0,0
5,0,70,0,0,1,0,0,1,5,0,0,0
5,0,43,0,0,1,0,0,1,5,0,0,0
5,0.8,1,0,0,1,0,0,1,1,0,0,0
5,0.4,0,0,0,1,0,0,1,1,0,0,0
5,0.4,585,0,0,1,0,0,1,1,0,0,0
5,0.4,84,0,0,1,0,0,1,2,0,0,0
5,0,57,0,0,1,0,0,2,2,1,0,0
5,0,101,0,0,1,0,0,1,5,0,0,0
5,0.6,15,0,0.2,1,0,0,1,1,0,0,0
5,0.6,105,0,0,1,0,0,1,1,0,0,0
5,0.4,20,0,0,1,0,0,2,2,0,0,0
5,0.4,361,0,0,1,0,0,1,1,0,0,0
5,0.6,11,0,0,1,0,0,1,1,0,0,0
5,0.8,2,0,0,1,0,0,1,1,0,0,0
5,0.8,0,0,0,1,0,0,1,1,0,0,0
6,0,3412,0,0.1666,1,0,0,6,1,1,0,1
6,0,2137,0,0.1666,1,0,0,6,1,0,0,1
6,0,102,0,0.1666,1,0,0,5,1,0,0,1
6,0,103,0,0.3333,1,0,0,6,1,0,0,1
6,0,1453,0,0.1666,1,0,0,4,1,0,0,1
6,0,685,0,0.1666,1,0,0,6,1,0,0,1
6,0,2049,0,0.5,1,0,0,3,1,1,0,1
6,0,3,0,0.1666,1,0,0,6,1,0,0,1
6,0,0,0,0,1,0,0,1,1,0,0,1
6,0,99,0,0,1,0,0,5,1,0,0,1
6,0,2520,0,0.1666,1,0,0,5,1,1,0,1
6,0.67,1,0,0.1666,1,0,0,1,1,0,0,1
6,0,1848,0,0.3333,1,0,0,6,1,0,0,1
6,1,150,0,1,1,0,0,1,1,0,0,0
6,0.5,1,0,0.1666,1,0,0,1,1,0,0,0
6,0,378,0,0,1,0,0,1,1,0,1,0
6,0.67,8,0,0,1,0,0,1,2,0,0,0
6,0.67,130,0,0,1,0,0,1,1,0,0,0
6,0.83,1,0,0,1,0,0,1,1,0,0,0
6,0.17,90,0,0,1,0,0,2,2,0,0,0
6,0.83,1,0,0,1,0,0,1,1,0,0,0
6,0.5,28,0,0.3333,1,0,0,1,1,1,0,0
6,0.67,77,0,0,1,0,0,1,2,0,0,0
6,0.83,1,0,0,1,0,0,1,1,0,0,0
6,0.5,85,0,0.3333,1,0,0,1,1,0,0,0
6,0.67,25,0,0,1,0,0,1,2,0,0,0
7,0,5433,0,0,0,0,1,7,1,0,0,1
7,0,12,0,0,0.5714,0,0.4285,1,1,0,0,1
7,0,1340,0,1,1,0,0,7,1,0,0,1
7,0,1,0,0,1,0,0,6,1,0,0,1
7,0,1506,0,0.2857,1,0,0,5,1,1,0,1
7,0,3981,0,0.1428,1,0,0,7,1,0,0,1
7,0,647,0,0.5714,1,0,0,7,1,0,0,1
7,0.86,0,0,0,1,0,0,1,1,1,0,1
7,0.71,23,0,0,1,0,0,1,1,0,0,0
7,0,158,0,0,1,0,0,5,3,0,0,0
7,0.86,11,0,0,1,0,0,1,1,0,0,0
7,0.57,241,0,0.1428,1,0,0,1,2,0,0,0
7,0.71,2,0,0,1,0,0,1,1,0,0,0
7,0.71,67,0,0,1,0,0,1,2,0,0,0
7,0.43,14,0,0,1,0,0,3,2,0,0,0
7,0.43,140,0,0.1428,1,0,0,2,2,0,0,0
7,0.43,9,0,0,1,0,0,3,2,0,0,0
7,0.71,24,0,0,1,0,0,1,2,0,0,0
7,0.57,2,0,0,1,0,0,2,2,0,0,0
7,0.57,349,0,0.1428,1,0,0,2,1,0,0,0
7,0.71,0,0,0.1428,1,0,0,1,1,0,0,0
7,1,20,0,0,1,0,0,1,1,0,0,0
7,0.14,129,0,0,1,0,0,2,2,0,0,0
7,1,7,0,0,1,0,0,1,1,0,0,0
8,0.63,3,0,0,1,0,0,3,1,0,0,1
8,0,24,0,0.25,1,0,0,8,1,0,0,1
8,0,507,0,0.375,1,0,0,7,1,0,0,1
8,0,1986,0,0,1,0,0,7,1,0,0,1
8,0.63,21,0.125,0,1,0,0,1,2,0,0,0
8,0.63,9,0.125,0,1,0,0,1,2,0,0,0
8,0.63,105,0,0,1,0,0,2,2,0,0,0
8,0,434,0,1,1,0,0,1,1,0,0,0
8,0.25,214,0,0.125,1,0,0,4,2,0,0,0
8,0.63,361,0.125,0,1,0,0,1,2,0,0,0
8,0.5,45,0,0,1,0,0,3,2,0,0,0
8,0.5,145,0,0.25,1,0,0,1,2,0,0,0
8,0.75,29,0,0,1,0,0,1,1,0,0,0
8,0.63,85,0.25,0,1,0,0,1,1,1,0,0
8,0.38,141,0,0.375,1,0,0,2,1,0,0,0
8,0.63,5,0.125,0,1,0,0,1,2,0,0,0
8,0,343,0,0,1,0,0,7,1,0,0,1
9,0,4464,0.1111,0.1111,1,0,0,8,1,1,0,1
9,0,3608,0,0.2222,1,0,0,5,1,1,0,1
9,0.67,1999,0,0,1,0,0,3,1,0,0,1
9,0.89,10,0,0,1,0,0,1,1,0,0,0
9,0.89,1,0,0,1,0,0,1,1,0,0,0
9,0.22,664,0.3333,0,1,0,0,3,1,0,0,0
9,0.89,7,0,0,1,0,0,1,1,0,0,0
9,0.89,0,0,0,1,0,0,1,1,0,0,0
9,0.67,16,0,0,1,0,0,1,3,0,0,0
9,0.89,115,0,0,1,0,0,1,1,0,0,0
9,0.89,16,0,0,1,0,0,1,1,0,0,0
9,0.67,277,0,0,1,0,0,1,3,0,0,0
9,0.89,4,0,0,1,0,0,1,1,0,0,0
9,0.67,4,0,0,1,0,0,2,2,0,0,0
9,0.89,1,0,0,1,0,0,1,1,0,0,0
9,0.89,21,0,0,1,0,0,1,1,0,0,0
9,0.11,50,0.1111,0,1,0,0,3,4,0,0,0
9,0.56,127,0.1111,0,1,0,0,2,2,0,0,0
7,0,3385,0,0,1,0,0,7,1,1,0,1
10,0,4282,0,0.2,0.9,0,0.1,6,1,1,0,1
10,0,651,0,0,1,0,0,10,1,0,0,1
10,0.8,568,0,0,1,0,0,1,1,0,0,1
10,0,91,0,0,1,0,0,10,1,0,0,1
10,0.9,33,0,0,1,0,0,1,1,0,0,0
10,0.9,67,0,0,1,0,0,1,1,0,0,0
10,0.9,19,0,0,1,0,0,1,1,0,0,0
10,0.5,604,0.1,0,1,0,0,3,2,0,0,0
10,0.6,539,0,0.3,1,0,0,1,1,0,0,0
10,0.9,420,0,0.9,1,0,0,1,1,0,0,0
10,0.8,9,0,0,1,0,0,1,2,0,0,0
11,0,7289,0,0,0,0,1,10,1,0,0,1
11,0,5349,0.1818,0,1,0,0,9,1,0,0,1
11,0.91,41,0,0.909,1,0,0,1,1,0,0,0
11,0.55,403,0,0.3636,1,0,0,1,1,0,0,0
11,0.82,13,0,0,1,0,0,1,2,0,0,0
11,0.91,131,0,0.1818,1,0,0,1,1,0,0,0
11,0.82,828,0,0,1,0,0,1,1,0,0,0
11,0.36,61,0.0909,0,1,0,0,2,5,0,0,0
11,0,213,0.0909,0.5454,1,0,0,3,2,0,0,0
12,0.83,836,0,0,1,0,0,2,1,0,0,1
12,0,138,0,0.0833,1,0,0,11,1,0,0,1
12,0,1778,0.1666,0.0833,1,0,0,10,1,0,0,1
12,0.67,54,0.0833,0.8333,1,0,0,1,1,1,0,0
12,0.67,268,0.0833,0,1,0,0,2,2,0,0,0
12,0.92,1,0,0,1,0,0,1,1,0,0,0
12,0.33,85,0,0,1,0,0,2,1,0,0,0
13,0,72,0.0769,0.4615,1,0,0,1,1,0,0,1
13,0.69,32,0,0.0769,1,0,0,2,3,0,0,0
14,0.14,571,0,0,1,0,0,1,1,0,0,0
14,0.14,1832,0,0,1,0,0,1,1,0,0,0
15,0,16,0,0,1,0,0,1,1,0,0,0
15,0.47,1171,0,0,1,0,0,1,1,0,0,0
15,0.73,427,0.0666,0,1,0,0,2,2,0,0,0
15,1,9,0,0,1,0,0,1,1,0,0,0
16,0,6,0.3125,0,1,0,0,11,1,0,0,1
16,0.94,27,0,0.9375,1,0,0,1,1,0,0,0
17,0.47,464,0.1176,0,1,0,0,3,4,0,0,0
17,0.94,6,0,0.2352,1,0,0,1,1,0,0,0
17,0.71,10,0,0,1,0,0,1,4,0,0,0
17,0.71,154,0,0,1,0,0,4,2,1,0,0
17,0.71,302,0,0,1,0,0,1,5,0,0,0
17,0.94,11,0,0,1,0,0,1,1,0,0,0
18,0.83,428,0,0,1,0,0,3,1,0,0,1
18,0.72,105,0,0,1,0,0,1,5,0,0,0
18,0,3912,0,0,1,0,0,5,13,0,0,0
18,0.78,219,0,0,1,0,0,2,2,0,0,0
19,0,503,0.8947,0.0526,1,0,0,1,1,0,0,1
19,0.63,555,0,0,1,0,0,3,4,1,0,0
19,0.89,861,0.0526,0,1,0,0,1,1,0,0,0
19,0.74,399,0,0.0526,1,0,0,3,2,0,0,0
19,0.89,454,0,0,1,0,0,1,2,0,0,0
19,0.37,158,0.421,0.421,1,0,0,3,2,0,0,0
20,0.35,17,0.05,0,1,0,0,12,1,0,0,1
20,0.35,30,0.05,0,1,0,0,12,1,0,0,1
20,0,4505,0.6,0.1,0.3,0,0.7,6,1,0,0,1
21,0.86,2131,0,0,1,0,0,3,1,1,0,1
21,0.86,25,0.0476,0,1,0,0,1,2,0,0,0
22,0,312,0,0.5909,1,0,0,8,1,0,0,1
22,0,686,0,0.0454,1,0,0,18,1,0,0,1
22,0.95,6,0,0,1,0,0,1,1,0,0,1
23,0,10,0,0,1,0,0,1,1,0,0,1
23,0,17872,0,0,0,0,1,23,1,0,0,1
23,0.04,11,0,0,1,0,0,21,2,0,0,1
23,0.74,145,0,0,1,0,0,4,3,0,0,0
25,0.72,68,0,0,1,0,0,4,3,0,0,0
27,0.89,57,0.074,0,1,0,0,1,1,0,0,0
28,0.54,77,0.0714,0.0357,1,0,0,2,6,0,0,0
28,0.86,151,0,0.0714,1,0,0,2,3,0,0,0
29,0.66,1544,0.1724,0,0.1724,0,0.8275,5,1,0,0,1
30,0.53,932,0.1333,0.0333,1,0,0,3,4,0,1,0
30,0.83,66,0,0,1,0,0,3,3,0,0,0
30,0.7,685,0.0333,0,1,0,0,6,3,0,0,0
34,0.76,543,0,0,1,0,0,5,2,0,0,0
36,0.56,1235,0.1111,0,1,0,0,8,4,0,0,0
37,0,18,0.081,0.8378,1,0,0,33,1,0,0,1
38,0,13987,0.0263,0.1578,1,0,0,36,1,1,0,1
